,_id,title,total_time,yields,ingredients,instructions,image,rating,author,reviews,source,url,description,prepTime,cookTime,totalTime,datePublished,recipeYield,recipeCategory,cookingMethod,recipeCuisine,review_count,keywords
0,5f20f9eb3aa0b95774cf6208,My Kids Favourite Chocolate Chip Cookies,18,,"['2⁄3 cup butter, melted', '2 cups lightly packed brown sugar', '2 large eggs', '2 tablespoons hot water', '2 2⁄3 cups all-purpose flour', '2 teaspoons baking powder', '1⁄4 teaspoon salt', '1 (300 g) package chocolate chips']","Preheat oven to 375°F.
Beat the butter, brown sugar, eggs and hot water.
Mix in the flour, baking powder and salt until well blended.
Stir in the chocolate chips.
Drop from a teaspoon or form into 1"" balls.
Place 2-inches apart on an ungreased shiny cookie sheet (the insulated kinds work the best) Bake for 8 to 9 minutes.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/53/74/0/picElZ3NB.jpg",4.5,,,food_com,https://www.food.com/recipe/my-kids-favourite-chocolate-chip-cookies-53740,,,,,,,,,,,
1,5f217eba61c02dddcf3f5942,Secret Ingredient Chocolate Chip Cookies Jorgensen ,0,30 item(s),"['1 1/2 cups all-purpose flour', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 1/2 cups old-fashioned rolled oats', '2 sticks (1 cup) unsalted butter, softened', '3/4 cup granulated sugar', '1/2 cup firmly packed light brown sugar', ""1/4 cup Nestle's Quik powder"", '2 large eggs', '1 teaspoon vanilla', '12 ounces miniature semisweet chocolate chips']","Preheat oven to 350° F.
Into a bowl sift together flour, baking soda, and salt and stir in oats.
In bowl of a standing electric mixer beat butter with sugars until light and fluffy. Beat in Nestle's Quik until combined well. Add eggs, 1 at a time, beating well after each addition, and beat in vanilla. Add flour mixture, beating until just combined, and stir in chocolate chips.
Arrange rounded tablespoons of dough about 2 inches apart on ungreased baking sheets and bake in batches in middle of oven 12 minutes, or until golden. Transfer cookies to racks to cool.",,3.0,,"[{'review_text': ""I did not personally sample these, but everyone that ate them loved them.. I was worried that they weren't sweet enough, so i made a quick glaze of conf. sugar, vanilla ext and water and drizzled them with it. Will def make again...lauralee422 from CT"", 'rating': 4}, {'review_text': 'used 3/4 brown sugar and 1/2 granulated sugar by mistake, but the cookies turn out fine. it is a bit too sweet to my taste...but my boyfriend LOVES them. will make them again to keep him happy. :)\np.s. i had never baked anything before this...so if i can bake it...anyone could!xuxuleusa from Houston, Tx', 'rating': 3}, {'review_text': 'I just made these and they came out great. I did notice that the pan used made a BIG difference. I made one batch with one of those doubble layer air pans and one with a regular old fashioned cookie tray. Hands down the cookie trays cookies were doubble the thickness then the other pan. I hope this helps out.nekima from NY', 'rating': None}, {'review_text': 'I made this recipe exactly as instructed, and it turned out exactly as it was supposed to I think. The cookies were thick and chewy with a crisp outside, however they were nearly tasteless. The Nestle added no flavour at all. If one wants a chocholate base it is much more effective to add pure unsweetend cocoa powder. I will not make this recipe again.petra24 from Calgary, AB', 'rating': 1}, {'review_text': ""Help! My only substitution in this recipe was salted butter for unsalted, and i am left with a rubbermaid container full of flat brown pancakes. Although greasy they taste ok, but i wanted soft, chewy and cakey. I don't know how much salt is in a stick of butter so instead of adding 1/2 tsp I gave it a few dashes with a salt shaker. Who am I going to feed these to? Times like these I wish I had a teenage boy to skulk around and eat all of this stuff.bluecollarcook from Calgary, AB"", 'rating': 2}, {'review_text': ""Mmmmmm, cookies. These were easy to make - I had my 10 year old son and my 3 year old daughter help me (OK, so maybe The Girl didn't help so much). We didn;t have any Quick, but I used hot cocoa mix and increased it from 1/4c to 1/3c (based on past reviews) and there are yummy. Crisp on the outside soft inside and almost gone!! Enjoy, JBjuliebulie from Ontario, Canad"", 'rating': 3}, {'review_text': ""I used a bit more Quik for flavor and instead of mini chocolate chips, I used a bar of Giardelli's Bittersweet chocolate. I chopped it up into small pieces. This made the cookies not quite as sweet or rich. I also added some walnuts for crunch/texture purposes. A silpat did great for the cookies---highly recommend the silpat for baking these cookies. It made a pretty good batch, so the cookies left at the end were put in the freezer for a hour or so, I added a scoop of slightly softened vanilla ice cream to the underside of one cookie and sandwiched the ice cream with another cookie for a bit of a different treat!A Cook from Norman, OK"", 'rating': 3}, {'review_text': 'yummy, yummy, yummy... that´s all i have to say...A Cook from Bogota, Colomb', 'rating': 4}, {'review_text': 'Baked these cookies many years ago and this is the best cookie recipe I had baked so far. Chewy and moist.Next time, I think of adding some dried fruits like cranberries. A good play of flavors and texture.A Cook from m', 'rating': 4}, {'review_text': 'y enjoyed these cookies. i read other reviews saying that they were flat, but they did not turn out flat for me. they were light, fluffy and just chewy enough. i did use quick oats and a bit of extra butter. good cookies!A Cook from Dallas TX', 'rating': 3}, {'review_text': 'This recipe was good... I would HIGHLY recommend grinding the oatmeal to a powder before using-- same great flavor, but a much better texture. I agree with another user that these cookies were much flatter than most. I could tell from the extremely buttery and moist dough that they would be... I almost added more flour, but I decided against it. Also, ten minutes of baking time was PLENTY in my oven. These had a great flavor, and because of that, I think I can get over the ""flatness."" I would certainly make these again. NOTE: This made about 45 fairly large cookies...Allison from Okinawa, J', 'rating': 3}, {'review_text': 'I really looked forward to these cookies, being a Quik fan and all, but the color--yecccch. The Quik results in a blah, drab color. Given all the great ingredients, I expected them to taste better.A Cook from Toky', 'rating': 1}, {'review_text': 'Instead of using the Secret Ingredient, I substituted equal parts Dutch process cocoa and granulated sugar, which came out quite well. I also used steel-cut oats instead of old-fashioned, but the oats ended up as hard little nodules that took forever to chew. I think quick-cooking oats would have been preferable.\nThis is more or less the Tollhouse cookie recipe with cocoa and oats for flavoring.A Cook from Seattle, WA', 'rating': None}, {'review_text': ""Adding chocolate milk powder to the recipe didn't really do much for them, it just made them soft (I prefer my cookies crisp and chewy). There are much better chocolate chip cookie recipes on this site.A Cook from C"", 'rating': 1}, {'review_text': 'This recipe is a great twist on your typical chocolate chip cookies. I highly recommend you give it a try! (FYI They did take about 15-16 minutes to bake for me)A Cook from Minneapolis, MN', 'rating': 3}, {'review_text': 'We have made these cookies three weeks in a row! I find that the cookies tend to dry out so I put a piece of fresh bread in the cookie container to keep them moist. They also freeze well...a winning recipe.A Cook from Chicago, IL', 'rating': 3}, {'review_text': 'AWESOME!!! Chocolatey & moist with an oatmeal texture. They are my new favorite!A Cook from Jacksonville, FL', 'rating': 3}, {'review_text': 'These cookies are wonderful. They have become a family favorite.', 'rating': 4}, {'review_text': ""I thought the cookies were MARVELOUS. They have the right texture and the taste was wonderful. I seldom bake cookies, but this one's easy to make and deifnitely a keeper!A Cook from manila,philippines"", 'rating': 4}, {'review_text': ""I thought these cookies were wonderful. They were not dry nor did I find the batter to be hard to mix. The Nestle's is the key so I wouldn't substitute it for any other kind of mix.Heather from Puyallup, WA"", 'rating': 4}, {'review_text': ""To FIRST TIMER from PASADENA -- You ask if leaving out 1/2 cup butter would make the cookies cakey and dry? Yes, of course. You mention that you added water. Doing this changed the texture and chemistry of the batter. You say that you substituted Nestle's Quick with Hershey's Cocoa. Well, Nestle's is sweetened and Hershey's is not. In addition to being dry little bricks, your cookies must have been bitter. Are you having fun with us? I think you are. You gave me a chuckle. :)A Cook from Bos"", 'rating': None}, {'review_text': 'This was not happiness! First, the dough mixture was too thick. I had to add water. It was a very messy and time-consuming process. My beaters got ""stuck"" because of the thickness. The cookies themselves were too cakey and too dry. Whether this was due to all that flour, I don\'t know. I only had one stick of butter (instead of two), could that have made a difference? Lastly, I didn\'t care for the dark look due to the cocoa (I didn\'t have Nestle\'s Quik and used Hershey\'s Cocoa instead). I added nuts, by the way. In conclusion, these cookies were a disappointment...I will try other recipes, but not this one again.Firstimer from Pasadena, CA', 'rating': 1}, {'review_text': ""The whole family loved these cookies! My husband was leary of the recipe initially because he's not a big fan of oatmeal, and my mom wasn't very interested because she normally does not like chocolate chip cookies. They both loved them though! These cookies are very moist, and I found that the secret to them not being too sweet was to simply cut down on the amount of choc. chips added. I added approx. 6 oz. instead of 12.A Cook from Phoenix, AZ"", 'rating': 4}, {'review_text': ""The recipe isn't written well but it's a good one. I took someone's advice and used vanilla chips instead of chocolate--it breaks up the heavy chocolate flavor a bit.A Cook from Sunnyvale, CA"", 'rating': 3}, {'review_text': 'We live on a farm, and I took these cookies out to the guys in the field. They loved them! I tripled the recipe (first time I made them), and two days later they are gone! I put less margerine and a little less sugar then the recipe suggests.KemmyD from Elkhorn, MB', 'rating': 3}]",epicurious,https://www.epicurious.com/recipes/food/views/secret-ingredient-chocolate-chip-cookies-jorgensen-13000,,,,,,,,,,,
2,5f217f5b61c02dddcf3f5992,Large Batch Chocolate Chunk (Chocolate Chip) Cookies (Oamc),36,72 serving(s),"['1 1⁄2 cups brown sugar', '1 1⁄2 cups white sugar', '2 cups shortening (No substitutes)', '7 cups flour', '2 teaspoons baking powder', '2 teaspoons salt', '6 eggs, gently beaten', '2 teaspoons baking soda', '4 tablespoons hot water', '2 teaspoons vanilla extract', '2 lbs walnuts or 2 lbs pecans, chopped', '3 lbs semisweet chocolate chunks']","Preheat Oven to 325°F.
In a VERY large mixing bowl or largest bowl of your Stand Mixer, add brown sugar, white sugar, and shortening. Cream together very well.
In another large bowl, sift together flour, baking powder, and salt. Set Aside.
Add flour mixture and eggs alternately to the creamed mixture, mix well, scraping down sides of bowl as needed.
Dissolve baking soda in the 4 tbs of HOT water. Add baking soda mixture and vanilla to dough and mix well.
Stir in nuts and chocolate chunks.
Drop by heaping tablespoonful onto an ungreased cookie sheet and bake at 325° for 15-17 minutes. I get 12 cookies to a standard sized cookie sheet.
VARIATIONS/TIPS:
Nuts: Can use walnuts, pecans, macadamia nuts, etc. so long as you have a total of 2 lbs. I measure each type of nut used into it's own bowl, see reason below.
Chocolate Chunks: I seldom use just the chocolate chunks called for in the original recipe. Instead I use a combination of 3 lbs of a variety of baking pieces, and put in separate bowls. Try chocolate chunks, semisweet chocolate chips, butterscotch chips, mini M&M's, vanilla baking chips, chocolate/caramel swirled chips, etc. so long as you have a total of about 3 lbs (about 4 - 12 ounce packages) I have already used a little less than 3 lbs when I just didn't have enough available.
FUN TIP:
Before adding the nuts and chocolate to your dough, divide the dough into 2 bowls. Since you have measured out the nuts and chocolate (or variety of baking pieces)into separate bowls, you can now create a variety of cookie dough flavors. Add whatever combination you would like so long as you add approximately equal amounts to each bowl.
FOR EXAMPLE: Divide cookie dough into 2 bowls. To first bowl add 1 pound chopped pecans, 1 pound chocolate chunks, and 1/2 pound butterscotch chips. To second bowl add 1 pound chopped walnuts, 1 pound caramel/chocolate swirled chips, and 1/2 pound vanilla baking chips. The possibilities are endless. Have fun with this!
When I freeze the dough, I do use my food saver machine. I fill the food saver bag with desired amount of dough and flatten out slightly before vacuum sealing. This way the dough lays flat in the freezer to save space, and thaws more quickly. I take the dough out of the freezer and put in the fridge the day before I plan on baking.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/78/79/pic5vPXRn.jpg",5.0,,,food_com,https://www.food.com/recipe/large-batch-chocolate-chunk-chocolate-chip-cookies-oamc-187879,,,,,,,,,,,
3,5f217f6061c02dddcf3f5995,"Chocolate Chip, Pecan & Sea Salt Cookies",30,,"['1⁄2 cup room temperature butter (1 stick I use sweet cream unsalted butter)', '3⁄4 cup packed light brown sugar', '1⁄2 cup granulated sugar', '1 tablespoon vanilla extract', '2 eggs (at room temperature)', '1 teaspoon baking soda', '2 cups flour', '1 cup chopped pecans', '1 cup dark chocolate chips', '1 tablespoon coarse sea salt']","Grease or spray your cookie sheet or tray. Spoon your dough onto the sheet in heaping tablespoons. Make sure you leave an inch and a half to two inches between each cookie so they don’t turn into one big glob in the oven.
Bake the cookies for about 15 minutes at 350. Use the 15 minutes as a guideline, because each oven cooks differently. Check on the cookies every five minutes, and if the edges begin to brown, they’re all done. Take the cookies out and let them cool for about ten minutes, and they’ll be ready to eat (or just.
Pictures at: http://somuchtoeattoolittletime.blogspot.com/2013/07/chocolate-chip-pecan-sea-salt-cookies.html.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/50/41/46/picjBEsYz.jpg",4.0,,,food_com,https://www.food.com/recipe/chocolate-chip-pecan-sea-salt-cookies-504146,,,,,,,,,,,
4,5f217fa761c02dddcf3f59bd,Chocolate Chip Cookies - Betty Crocker's 1969 Recipe,18,,"['2⁄3 cup shortening', '2⁄3 cup butter or 2/3 cup margarine, softened', '1 cup granulated sugar', '1 cup brown sugar (packed)', '2 eggs', '2 teaspoons vanilla', '3 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '1 cup chopped nuts (walnuts or pecans recommended)', '1 (12 ounce) package semi-sweet chocolate chips']","Heat oven to 375 degrees.
Mix thorougly shortening, butter, sugars, eggs, and vanilla.
Stir in remaining ingredients. 
Drop dough by rounded teaspoonfuls 2 inches apart onto ungreased baking sheets.
Bake 8 to 10 minutes or until light brown. 
Cool slightly before removing from baking sheet. 
*If using self-rising flour, omit baking soda and salt.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/37/87/78/l6zkVCKYSduPlq2L7b5D_IMG_1559.JPG",5.0,,,food_com,https://www.food.com/recipe/chocolate-chip-cookies-betty-crockers-1969-recipe-378778,,,,,,,,,,,
5,5f217ffc61c02dddcf3f59eb,Different Chocolate Chip Cookies,27,48 serving(s),"['3⁄4 cup brown sugar', '3⁄4 cup white sugar', '1 cup oil', '3 eggs', '2 teaspoons vanilla', '1 teaspoon kosher salt', '1 tablespoon baking powder', '3 1⁄4 cups all-purpose flour', '1 1⁄2 - 2 cups semi-sweet chocolate chips']","Mix sugars and oil.
Add eggs, one at a time, beating after each.
Add vanilla, mix well.
Sift together salt, baking powder, and flour; add to wet mixture gradually.
Stir in chocolate chips.
Refrigerate at least 30 minutes.
Drop by spoonfulls onto parchment lined baking sheet.
Bake at 350 for 8-12 minutes depending on your oven and desired doneness.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/96/37/2/picZ3KGDi.jpg",5.0,,,food_com,https://www.food.com/recipe/different-chocolate-chip-cookies-96372,,,,,,,,,,,
6,5f21805361c02dddcf3f5a1b,Scrumptious Giant White Chocolate Chip Macadamia Nut Cookies,40,16 serving(s),"['1 cup unsalted macadamia nuts, roughly chopped', '1⁄2 cup unsweetened flaked coconut', '2 cups flour', '1⁄2 teaspoon baking soda', '1⁄4 teaspoon baking powder', '1 cup unsalted butter, room temperature', '1 cup dark brown sugar (packed)', '1⁄2 cup granulated sugar', '1 teaspoon salt', '1 large egg (separated)', '2 teaspoons vanilla extract', '1 1⁄2 cups white chocolate chips']","Heat oven to 350 degrees. Spread macadamia nuts and coconut over a cookie sheet; roast, stirring every 2 minutes, until golden brown, about 6 minutes. Set aside to cool.
Increase heat to 375 degrees. Whisk flour, baking soda and baking powder together in a medium bowl; set aside.
Cream the butter in a mixing bowl with a mixer on low speed, 30 seconds. Add the sugars and salt; increase the speed to medium. Beat the mixture until light and fluffy, 2-3 minutes. Reduce the speed; add the egg and egg yolk. Beat until combined. Beat in vanilla. Add dry ingredients; mix on low until combined. Stir in chips, nuts and coconut.
Scoop out about 3 tablespoons of dough per cookie, arranging 2 inches apart on greased cookie sheets. Bake cookies 1 tray at a time, rotating baking sheet halfway through baking, until cookies are golden brown and edges have begun to set but centers are still soft, 10-14 minutes per batch. Transfer sheet to wire rack to cool.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/gk-static/fdc-new/img/fdc-shareGraphic.png",-1,,,food_com,https://www.food.com/recipe/scrumptious-giant-white-chocolate-chip-macadamia-nut-cookies-427016,,,,,,,,,,,
7,5f2180c361c02dddcf3f5a52,Claudia's Chocolate Chip Cookies,17,,"['1 cup butter', '3⁄4 cup sugar', '3⁄4 cup brown sugar', '2 large eggs', '2 tablespoons vanilla extract', '3 cups flour', '1 teaspoon baking soda', '2 cups bittersweet chocolate chips']","Preheat the oven to 325°F.
Cream the butter and sugars until light and fluffy.
Add the eggs and vanilla extract and stir well.
Add the flour and baking soda and mix to combine.
Stir in the chocolate chips.
Drop rounded teaspoonfuls (approx. golf ball sized) onto a baking sheet about 2 inches apart.
Bake at 325F for 12 minutes (until the edges just barely start to brown). Cool on the sheet for a couple minutes before removing to a wire rack to finish cooling.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/30/28/78/pic2pSotY.jpg",3.0,,,food_com,https://www.food.com/recipe/claudias-chocolate-chip-cookies-302878,,,,,,,,,,,
8,5f21820461c02dddcf3f5aef,Chocolate Chip Cookies (With Special Ingredient),33,,"['nonstick cooking spray', '3⁄4 cup of firmly packed light brown sugar', '3⁄4 cup butter, at room temperature', '2 large egg whites', '2 teaspoons pure vanilla extract', '1 (15 ounce) can chickpeas, drained and rinsed (also known as Garbanzo beans or Ghana)', '2 cups semi-sweet chocolate chips', '2 cups all-purpose flour', '1⁄3 cup rolled oats', '1 teaspoon baking soda', '1⁄4 teaspoon salt']","Preheat oven to 350 degrees.
Coat a baking sheet with cooking spray.
In a food in a food processor, chop chickpeas for 20 seconds until coarsely ground, add oats and chop for another 20 seconds until everything is in a uniform size.
In a large mixing bowl or the bowl of an electric mixer beat the sugar and butter with a wooden spoon or on medium speed until smooth.
Beat in the egg whites and vanilla, then chickpeas and oat mixture.
Add the flour, baking soda, and salt, and mix on low speed until thick dough forms.
Fold in chocolate chips.
Scoop with a tablespoon and a half (1 inch) ice cream scoop onto a baking sheet, spacing the cookies about 1 inch apart.
Press gently with your fingers or a fork to flatten. These cookies do not spread out.
Bake until the cookies are golden brown and just set, 11 to 13 minutes, do not overbake.
Transfer to a wire rack to cool.
Store in an airtight container for up to 3 days.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/53/62/63/zxef9M8fQKW9k2UR8fzz_0S9A1661.jpg",-1,,,food_com,https://www.food.com/recipe/chocolate-chip-cookies-with-special-ingredient-536263,,,,,,,,,,,
9,5f219f0461c02dddcf3f5dc9,Ultimate Chocolate Chip Cookies,45,,"['3⁄4 cup Butter Flavor Crisco or 3/4 cup butter', '1 1⁄4 cups firmly packed brown sugar', '2 tablespoons milk', '1 tablespoon pure vanilla extract', '1 egg', '1 3⁄4 cups flour', '1 teaspoon salt', '3⁄4 teaspoon baking soda', '1 1⁄2 cups semi-sweet chocolate chips']","b'Preheat oven to 350\xc2\xb0.\nCombine Butter flavored Crisco, brown sugar, egg, milk and vanilla in a large mixing bowl.\nMix at medium speed until well blended. Add dry ingredients little by little until well blended.\nAdd chips.\nBake for 10 minutes on an ungreased cookie sheet or a bit longer for stoneware baker sheets and pans.'","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/19/76/97/picQo5ha7.jpg",3.5,,,food_com,https://www.food.com/recipe/ultimate-chocolate-chip-cookies-197697,,,,,,,,,,,
